"region_depart","province_depart","etat_depart","sousetat_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","pointcall_province","substate_destination","state_destination","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class","ship_flag_standardized_fr"
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-05-12,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000001N",Endeavour,Pooll,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-12-04,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000127N",Paix,"Dunez, Jean",France,,Calais,Picardie,,,,,450,135,0,,,,français
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-12-10,Alicante,Espagne,Etranger,,,Espagne,"0009201N",Jean Joseph,"Tarpin, Jean",France,,Saint-Malo,Bretagne,Morue sèche,,,,1 800,540,0,"185",tx,[101-200],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-02,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009845N",Bonne Intention,"Mockett, John",Grande-Bretagne,Angleterre,Deal,,Lest,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-05-12,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0007200N",Succes,Taylor,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-03,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000116N",Speedwell,"Bloye, Jean",,,,,,,,,135,450,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-13,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000356N",Rover,"Daniel, Adam",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-06,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009865N",Good Intent,"Farteley, John",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Aunis-Saintonge-Poitou,Aunis,France,,La Rochelle,Ars-en-Ré,1787-06-23,Kristiansand ,Danemark,Etranger,,Norvège,Danemark,"0003781N",Belle Margueritte,"Richerts, Ricklef",Danemark,Norvège,Trondheim,,Sel,,,,480,0,0,"180",tx,[101-200],danois
Picardie,Picardie,France,,Calais,Calais,1787-02-14,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-09-14,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,450,135,0,,,,français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-01-24,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001338N",Two Sister,Captain,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-07-19,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001987N",Good Intent,"Reeds, John",,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-10-15,Greenock,Angleterre,Etranger,,Ecosse,Grande-Bretagne,"0007734N",Elephant,"Scott, Thomas",,,,,,,,,390,117,0,"500",tx,[201-500],britannique
Picardie,Picardie,France,,Calais,Calais,1787-04-23,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-04-19,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000248N",Union,"Star, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 250,135,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-06-18,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000744N",Liberty,"Hammond, Thomas",Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-11,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000621N",William et Marie,"Foster, Edmond",Grande-Bretagne,Angleterre,Maldon,,,,,,450,135,0,"12",tx,[1-20],britannique
Roussillon,Roussillon,France,,Collioure,Collioure,1787-02-20,Italie,,Etranger,,,multi-Etat,"0010881N",Notre Dame du Col,"Mar, Bonnaventure",Espagne,,Sant Feliu de Guíxols,,Vin,,,,240,72,0,"20",tx,[1-20],"Espagne, undeterminé"
Bretagne,Bretagne,France,,Brest,Roscoff,1787-09-19,Mount's Bay,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0008519N",Fleur de Mai,"Maurice, John",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,144,480,0,"4",tx,[1-20],britannique
Roussillon,Roussillon,France,,Collioure,Collioure,1787-07-19,Gênes,,Etranger,,,République de Gênes,"0013394N",Notre Dame de la Merci,"Beringé, Jean Baptiste",,,,,Vin,,,,144,480,0,"30",tx,[21-50],génois
Picardie,Picardie,France,,Calais,Calais,1787-07-06,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 400,135,"32",tx,[21-50],britannique
Picardie,Picardie,France,,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-11-22,Whitby,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003546N",Heureux Retour,"Air, Jean",,,,,,,,,450,135,1 584,"44",tx,[21-50],britannique
Bretagne,Bretagne,France,,Brest,Roscoff,1787-04-20,île de Man,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0014191N",Peigui,"Néale, Robert",Grande-Bretagne,Angleterre,île de Man,,Eau-de-vie,,,,480,1 008,0,"28",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-06-22,Folkestone,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000723N",Bisey,"Wooton, Henry",Grande-Bretagne,Angleterre,Folkestone,,,,,,300,135,90,"4",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-07-25,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50],britannique
Picardie,Picardie,France,,Calais,Calais,1787-07-15,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002269N",Surveillante,"Night, Richard",Grande-Bretagne,Angleterre,Deal,,,,,,450,150,135,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-14,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001544N",Prospérité,"Liebaert, Judoc",France,,Dunkerque,Flandre,Avoine,,,,450,135,0,"40",tx,[21-50],français
Normandie,Normandie,France,,Rouen,Rouen,1787-12-14,Cadix,Espagne,Etranger,,,Espagne,"0000913N",Maréchal de Mailly,"André, Nicolas",France,,Saint-Valery-sur-Somme,Picardie,,,,,390,117,0,"175",tx,[101-200],français
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-17,Sunderland,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0002077N",Sally,"North, Robert",Grande-Bretagne,Angleterre,Sunderland,,,,,,135,450,0,"150",tx,[101-200],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-02-24,Plymouth,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0014146N",Anne,"Maylan, Denis",,,,,,,,,117,390,0,"103",tx,[101-200],britannique
Bretagne,Bretagne,France,,Nantes,Nantes,1787-09-19,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0010825N",Marguerite Marie,"Sagelkern, Diederick",Brême,,Brême,,,,,,480,144,0,"200",tx,[101-200],brémois
Normandie,Normandie,France,,Le Havre,Le Havre,1787-06-13,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0000137N",Duc de Normandie,"Robert, Pierre",France,,Caen ,Normandie,,,,,390,117,0,"78",tx,[51-100],français
Normandie,Normandie,France,,Honfleur,Honfleur,1787-05-10,"Terre-Neuve, île de",Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0007499N",Aimable Madeleine,"Legris, Louis L.de",,,,,Pêche à la morue,,,,549,120,1 830,"106",tx,[101-200],français
Picardie,Picardie,France,,Calais,Calais,1787-01-13,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000797N",Carterette,"Ledget, Robert",Grande-Bretagne,Angleterre,Douvres,,,,,,450,2 250,135,"30",tx,[21-50],britannique
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-01-08,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006515N",Tartare,"Le Lascheur, Jean",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Lest,,,,144,480,0,"26",tx,[21-50],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-04,Côte d'Or,,Sénégal et Guinée,,,multi-Etat,"0001862N",Anne Julie,"Lavardens, Alexandre",France,,Bordeaux,Guyenne,Eau-de-vie,Diverses marchandises,,,1 800,3 042,8 340,"139",tx,[101-200],français
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-02-16,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0004300N",Confiance,"de Boer, Abraham",Provinces-Unies,Hollande,Amsterdam,,Café,Sucre,,,6 048,15 660,600,"261",tx,[201-500],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-18,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003950N",Aimables Amis,"Reed, George",Grande-Bretagne,Angleterre,Londres,,,,,,450,135,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-22,Hambourg,Quatre villes hanséatiques,Etranger,,,Hambourg,"0012274N",Niet Verwagt,"Mogenberg, Jacob",Prusse,,Memel,,Café,Vin,Sucre,,3 750,15 000,6 300,"250",tx,[201-500],prussien
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-03-03,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0009339N",Catherine Elisabeth,"Michgiels, Rinders",Provinces-Unies,Frise,Lemmer,,Vin,,,,2 100,3 825,2 250,"140",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-14,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001516N",Lively,"Getting, Thomas",Grande-Bretagne,Angleterre,Folkestone,,,,,,450,135,0,"12",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-03-16,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009701N",William & Mary,"Fatter, Edmond",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-03-11,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001539N",Princesse,"Ratcliff, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 550,765,"34",tx,[21-50],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-12-04,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001431N",Succes,Pan,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-01-19,Barcelone,Espagne,Etranger,,,Espagne,"0001742N",Anonyme,"Thurot, Pierre François",France,,Boulogne-sur-Mer,Picardie,Blé,,,,2 250,675,0,"270",tx,[201-500],français
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-09-12,Boston,Etats-Unis,Etranger,,Massachussets,Etats-Unis d'Amérique,"0002323N",Joséphine,"Blay, André",France,,Bayonne,Guyenne,Sel,,,,576,1 920,0,"105",tx,[101-200],français
Normandie,Normandie,France,,Granville,Granville,1787-01-08,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0000385N",Fortune,"Richardson, Jean",Grande-Bretagne,Iles anglo-normandes,Jersey,,Passagers,,,,390,0,0,"16",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-10-20,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0014026N",De Vrow Roloisia,"Nicolas, Gerrets",,,,,,,,,117,390,0,"81",tx,[51-100],
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-12-12,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000850N",May Bush,"Warford, Thomas",Grande-Bretagne,Angleterre,Colchester,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-08-18,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001121N",Oussel,"Dyer, Jean",Grande-Bretagne,Angleterre,Burnham,,,,,,450,135,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-11-23,Bruges,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0008270N",Jeune Robin,"Feddes, Jean",,,,,Café,,,,1 044,0,0,"172",tx,[101-200],hollandais
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-03-13,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0000291N",Charmante Nancy,"Monday, Richard",Grande-Bretagne,Angleterre,Southampton,,Bière,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-21,Bruges,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0000148N",Sainte Anne,"Berthelot, Jacques",France,,Dunkerque,Flandre,,,,,450,135,0,"42",tx,[21-50],français
Picardie,Picardie,France,,Calais,Calais,1787-04-10,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,720,135,"32",tx,[21-50],britannique
Normandie,Normandie,France,,Cherbourg,Diélette,1787-11-25,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0000336N",Entreprise,"Delarue, Nicolas",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-02,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000828N",Bonne Intention,"Nash, Elie",Grande-Bretagne,Angleterre,Rye,,,,,,450,135,0,"12",tx,[1-20],britannique
Bretagne,Bretagne,France,,Lorient,Lorient,1787-12-01,Cork,Angleterre,Etranger,,Irlande,Grande-Bretagne,"0009554N",Sally,"Macarty, Charles",Grande-Bretagne,Irlande,Cork,,Vieux cordages,,,,630,0,0,"48",tx,[21-50],britannique
Normandie,Normandie,France,,Rouen,Rouen,1787-11-28,Amsterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0006617N",Bonne foy,"Hingst, Foppe Gerke",,,,,,,,,7 344,2 202,117,"204",tx,[201-500],hollandais
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-02-01,Königsberg / Kaliningrad,Prusse,Etranger,,,Prusse,"0003711N",Quatre Freres Fokema,"Kleyn, Jean Doedes",,,,,Vin,,,,12 600,3 150,2 250,"210",tx,[201-500],hollandais
Picardie,Picardie,France,,Calais,Calais,1787-06-13,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,450,135,0,,,,français
Isles de Corse,Isles de Corse,France,,Ajaccio,Ajaccio,1787-07-06,Sardaigne,,Etranger,,Sardaigne,Royaume de Piémont-Sardaigne,"0008786N",Unnamed,"Costa, Ambroise",,,,,,,,,120,480,0,"15",tx,[1-20],génois
Isles de Corse,Isles de Corse,France,,Bastia,Bastia,1787-05-10,Italie,,Etranger,,,multi-Etat,"0009650N",Sainte Lucie,"Bonavita, Francois",,,,,,,,,1 200,0,0,,,,français
Normandie,Normandie,France,,Port-Bail,Port-Bail,1787-09-28,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0001492N",Marie,"Le Huguet, Thomas",,,,,Vaches,,,,390,0,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-17,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003259N",Good Return,Kelton,,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-09-28,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000779N",Ranger,"Guilbert, John",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Normandie,Normandie,France,,Le Havre,Le Havre,1787-02-20,Cadix,Espagne,Etranger,,,Espagne,"0007153N",Hercule,"Billard, Jean",,,,,,,,,390,117,0,"198",tx,[101-200],français
Normandie,Normandie,France,,Rouen,Rouen,1787-06-09,Bilbao,Espagne,Etranger,,,Espagne,"0013693N",Lisbonne,"Delamare, Jean Bernard",,,,,,,,,390,117,0,"150",tx,[101-200],français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-11-29,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000710N",Fly,Warman,,,,,,,,,450,135,0,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-07-31,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,450,135,0,,,,français
Picardie,Picardie,France,,Calais,Calais,1787-11-29,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003472N",Trial,"Harman, John",Grande-Bretagne,Angleterre,Douvres,,,,,,135,300,90,"4",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-01-19,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001068N",Henrietta,"Sayer, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,540,1 800,135,"24",tx,[21-50],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-05-31,Londres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0001974N",Betzy,"Sherbone, Philippe",Grande-Bretagne,Pays de Galles,Neath,,Diverses marchandises,Eau-de-vie,,,450,135,0,"150",tx,[101-200],britannique
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-08-09,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000001N",Endeavour,"Cloey, William",,,,,,,,,135,450,0,"2",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-06-08,Greenock,Angleterre,Etranger,,Ecosse,Grande-Bretagne,"0009932N",Jupiter,"Brown, John",Grande-Bretagne,Ecosse,Greenock,,Vin,,,,1 350,600,2 205,"90",tx,[51-100],britannique
Picardie,Picardie,France,,Calais,Calais,1787-08-20,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000888N",Mercure,"Lamy, Antoine",France,,Calais,Picardie,,,,,135,450,0,,,,français
Picardie,Picardie,France,,Boulogne,Boulogne-sur-Mer,1787-10-14,Angleterre,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000744N",Liberty,"Hammond, George",Grande-Bretagne,Angleterre,Douvres,,,,,,135,450,0,"20",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-09-07,Västervik,Suède,Etranger,,,Suède,"0003107N",Calmar,"Jansson, Petter",Suède,,Västervik,,Lest,,,,2 025,2 250,3 600,"60",tx,[51-100],suédois
Picardie,Picardie,France,,Calais,Calais,1787-06-07,Douvres,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000976N",Prince,"Ratclif, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50],britannique
Normandie,Normandie,France,,Rouen,Rouen,1787-06-05,Lisbonne,Portugal,Etranger,,,Portugal,"0007319N",Diligence de Lisbonne,"Edouard, Jean Baptiste",,,,,,,,,390,117,0,"106",tx,[101-200],français
Guyenne,Guyenne,France,,Bayonne,Bayonne,1787-05-18,Llanes,Espagne,Etranger,,,Espagne,"0003864N",Saint Joseph,"Abendagno, Joseph",,,,,,,,,576,1 920,0,"14",tx,[1-20],"Espagne, undeterminé"
Normandie,Normandie,France,,Dieppe,Dieppe,1787-04-24,Halmstad,Suède,Etranger,,,Suède,"0003941N",Catherine,"Au Porsson, Tolle",,,,,,,,,1 830,549,0,"60",tx,[51-100],danois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-08-31,Groningue,Hollande,Etranger,,Groningue,Provinces-Unies,"0010394N",Dame Ipke,"Yurians, Jacob",Prusse,Frise orientale,Emden,,Sucre,,,,1 350,2 700,5 400,"90",tx,[51-100],prussien
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-09-05,Santander,Espagne,Etranger,,,Espagne,"0003606N",Dorothée Elisabeth,"Kreft, Michael",Suède,Poméranie suédoise,Barth,,Lest,,,,2 250,7 200,3 375,"120",tx,[101-200],suédois
Bretagne,Bretagne,France,,Saint-Malo,Saint-Malo,1787-08-16,Guernesey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0006867N",Providence,"Goguet, Pierre",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Lest,,,,240,72,0,"18",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-09-14,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0009845N",Bonne Intention,"Carr, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-07-26,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000351N",Charmante Molly,"Cullen, Richard",Grande-Bretagne,Angleterre,Folkestone,,Lest,,,,450,135,0,"12",tx,[1-20],britannique
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-11-03,Ostende,Etats de l'Empereur,Etranger,,Pays-Bas autrichiens,Autriche,"0006835N",Demoiselle Francisca,"Fevensma, Sypke Pieters",Autriche,Pays-Bas autrichiens,Bruges,,Sucre,,,,3 192,2 250,1 680,"112",tx,[101-200],Pays-Bas autrichien
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-10-30,Angleterre (destination simulée pour),Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000160N",Perdrie,"Hall, John",Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"12",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-11-26,Sunderland,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0003225N",Bonne Intention,"Armstrong, Robert",Grande-Bretagne,Angleterre,Sunderland,,Lest,,,,450,135,0,"150",tx,[101-200],britannique
Normandie,Normandie,France,,Granville,Granville,1787-08-28,Jersey,Angleterre,Etranger,,Iles anglo-normandes,Grande-Bretagne,"0000387N",Fortune,"Morand, Philippe",Grande-Bretagne,Iles anglo-normandes,Jersey,,Passagers,,,,390,0,0,"6",tx,[1-20],britannique
Flandre,Flandre,France,,Dunkerque,Dunkerque,1787-04-26,Sogn,Danemark,Etranger,,Norvège,Danemark,"0003887N",Karen Dorothea,"Sunden, Ole",Danemark,Norvège,Sogn,,,,,,2 250,675,0,"155",tx,[101-200],danois
Picardie,Picardie,France,,Calais,Calais,1787-07-20,Deal,Angleterre,Etranger,,Angleterre,Grande-Bretagne,"0000496N",Bonne Intention,"White, Richard",Grande-Bretagne,Angleterre,Deal,,,,,,150,135,45,"2",tx,[1-20],britannique
Picardie,Picardie,France,,Calais,Calais,1787-02-24,Rotterdam,Hollande,Etranger,,Hollande,Provinces-Unies,"0001354N",Roy,"Kaak, Klaas",Provinces-Unies,Hollande,Rotterdam,,,,,,135,1 350,405,"18",tx,[1-20],hollandais
Bretagne,Bretagne,France,,Nantes,Le Pouliguen,1787-10-30,Bergue ,Danemark,Etranger,,Norvège,Danemark,"0000380N",Fortune,"Anguard, Laars",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"63",tx,[51-100],danois
Guyenne,Guyenne,France,,Bordeaux,Bordeaux,1787-01-27,Philadelphie,Etats-Unis,Etranger,,Pennsylvanie,Etats-Unis d'Amérique,"0006049N",Vulcain,"Gardner, Nathaniel Davis",Etats-Unis d'Amérique,Pennsylvanie,Philadelphie,,Lest,,,,1 590,2 250,3 060,"106",tx,[101-200],étasunien
Normandie,Normandie,France,,Granville,Granville,1787-04-06,Petit Nord de Terre-Neuve,Angleterre,Etranger,,colonies britanniques d'Amérique,Grande-Bretagne,"0003247N",Grâce de Dieu,"Jourdan, Michel",France,,Granville,Normandie,Pêche à la morue,Ustensiles de pêche,,,1 830,0,0,"220",tx,[201-500],français
