"region_depart","amiraute_depart","port_depart","outdate_fixed","port_destination","partner_balance_1789","partner_balance_supp_1789","ship_id","ship_name","captain_name","homeport_state_1789_fr","homeport_substate_1789_fr","homeport_toponyme_fr","homeport_province","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","taxe_amount01","taxe_amount02","taxe_amount03","tonnage","tonnage_unit","tonnage_class"
Bretagne,Brest,Roscoff,1787-06-08,Mount's Bay,Angleterre,Etranger,"0008519N",Fleur de Mai,"Hidy, William",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,480,0,0,"4",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-12-18,Angleterre (destination simulée pour),Angleterre,Etranger,"0001672N",Fancy,"Jones, Maurice",,,,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-07,Lisbonne,Portugal,Etranger,"0001015N",Sainte Anne,"Bonnalgue, Pierre",France,,Libourne,Guyenne,Blé,,,,135,450,0,"82",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-10-02,Brême,Quatre villes hanséatiques,Etranger,"0007825N",Diane,"Ohlsen, Johan",Brême,,Brême,,Café,Sucre,Sucre,Sucre,2 250,10 800,2 700,"180",tx,[101-200]
Normandie,Le Havre,Le Havre,1787-12-15,Newcastle,Angleterre,Etranger,"0007804N",Prosperons,"Rawe, Franers",,,,,,,,,117,390,0,"257",tx,[201-500]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-14,Douvres,Angleterre,Etranger,"0001404N",Boulonnaise,"Altazin, François",,,,,Passagers,,,,135,450,0,"22",tx,[21-50]
Normandie,Port-Bail,Port-Bail,1787-03-19,Grands Bancs de Terre-Neuve,,Etranger,"0001788N",Aimable Victoire,"Ybert, Georges",France,,Regnéville,Normandie,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,549,1 830,0,"45",tx,[21-50]
Aunis-Saintonge-Poitou,La Rochelle,Ars-en-Ré,1789-08-06,colonies anglaises [en Amérique],Angleterre,Etranger,,Angelique,"Pariés, Dominique",France,,Saint-Jean-de-Luz ,Guyenne,,,,,1 800,0,0,"210",tx,[201-500]
Bretagne,Nantes,Nantes,1787-08-27,Hambourg,Quatre villes hanséatiques,Etranger,"0010393N",Neptune,"Direks, Berend",Prusse,Frise orientale,Emden,,,,,,480,144,0,"180",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-23,Angleterre,Angleterre,Etranger,"0001411N",Two Brothers,"Bassan, Dick",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-06-07,Douvres,Angleterre,Etranger,"0000460N",Princesse,"Keys, Will",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-25,Angleterre,Angleterre,Etranger,"0007452N",Liberty of Providence,Oliver,,,,,Passagers,,,,450,135,0,"20",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-13,Angleterre,Angleterre,Etranger,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"12",tx,[1-20]
Picardie,Calais,Calais,1787-03-04,Douvres,Angleterre,Etranger,"0001211N",Courier,"Boyton, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 250,675,"30",tx,[21-50]
Normandie,Dieppe,Dieppe,1787-02-19,Grands Bancs de Terre-Neuve,,Etranger,"0003869N",Pierre Marie,"Clémence, Guillaume François Charles",,,,,Pêche à la morue,,,,549,1 830,0,"85",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-01-18,Angleterre (destination simulée pour),Angleterre,Etranger,"0000468N",Tigre,"Pain, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-10-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0000715N",Betzy,"Brookes, Thomas",,,,,,,,,135,450,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-02-03,Angleterre (destination simulée pour),Angleterre,Etranger,"0010442N",William et Henry,"Angée, Joseph",Grande-Bretagne,Angleterre,Maldon,,,,,,450,135,0,"12",tx,[1-20]
Bretagne,Nantes,Nantes,1787-03-16,Bruges,Etats de l'Empereur,Etranger,"0014248N",Saint Joseph,"Pitter, Harm Jans",,,,,,,,,144,480,0,"170",tx,[101-200]
Normandie,Havre,Harfleur,1787-12-17,Londres,Angleterre,Etranger,"0000607N",Deux Frères,"Duval, Jacques",,,,,,,,,393,117,0,"70",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-26,Angleterre,Angleterre,Etranger,"0001588N",Preston,"Padge, Benjamin",Grande-Bretagne,Angleterre,Hasting,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-24,Angleterre,Angleterre,Etranger,"0000003N",Endeavour,"Saval, Richard",,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-02-17,Angleterre,Angleterre,Etranger,"0000356N",Rover,"Fan, George",,,,,,,,,135,450,0,"2",tx,[1-20]
Isles de Corse,Ajaccio,Ajaccio,1787-09-13,Italie,,Etranger,"0010594N",Conception,"Stachino, Jean Baptiste",,,,,,,,,2 400,0,0,,,
Picardie,Calais,Calais,1787-07-02,Douvres,Angleterre,Etranger,"0002505N",Saint Joseph,"Tribout, André",France,,Calais,Picardie,,,,,135,450,0,,,
Flandre,Dunkerque,Dunkerque,1787-11-12,Amsterdam,Hollande,Etranger,"0002452N",Providence,"Junsen, Mathieu Antoine",France,,Dunkerque,Flandre,Blé,,,,450,135,0,"120",tx,[101-200]
Bretagne,Nantes,Nantes,1787-02-03,Anvers,Etats de l'Empereur,Etranger,"0005581N",Stath Gouver,"Gasset, Claas",Provinces-Unies,Groningue,Groningue,,,,,,144,480,0,"80",tx,[51-100]
Isles de Corse,Ajaccio,Ajaccio,1787-09-15,Italie,,Etranger,"0006848N",Saint Francois de Paul,"Alberti, Ange",,,,,,,,,4 800,0,0,,,
Bretagne,Nantes,Le Croisic,1787-09-25,Angleterre,Angleterre,Etranger,"0009711N",Bonne Volonté des Ames,"Clark, Thomas",Grande-Bretagne,Angleterre,Angleterre,,Sel,,,,480,144,0,"43",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-01-24,Cork,Angleterre,Etranger,"0009798N",Reine Charlotte,"Berrell, Pierre",Grande-Bretagne,Irlande,Cork,,Diverses marchandises,Vin,Vin,Vin,1 146,600,645,"43",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-03-03,Angleterre (destination simulée pour),Angleterre,Etranger,"0001284N",Aimable Anne,"Wiseman, James",Grande-Bretagne,Angleterre,Burnham,,,,,,450,135,0,"12",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-01-20,Angleterre (destination simulée pour),Angleterre,Etranger,"0000931N",Elisabeth,"Rainer, James",,,,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-07,Angleterre,Angleterre,Etranger,"0001628N",Lively,Paterson,,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-07,Larvik,Danemark,Etranger,"0002367N",Belle Espérance,"Brusm, Kristeune",Danemark,Norvège,Larvik,,,,,,2 250,675,0,"115",tx,[101-200]
Picardie,Calais,Calais,1787-12-02,Douvres,Angleterre,Etranger,"0000829N",Roy George,"Bagster, George",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,720,"32",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-20,Angleterre,Angleterre,Etranger,"0001987N",Good Intent,Taylor,,,,,,,,,450,135,0,"2",tx,[1-20]
Bretagne,Brest,Roscoff,1787-06-04,Coverack,Angleterre,Etranger,"0007756N",Betsy The,"William, Joseph",Grande-Bretagne,Angleterre,Coverack,,Eau-de-vie,,,,108,480,0,"3",tx,[1-20]
Aunis-Saintonge-Poitou,La Rochelle,La Rochelle,1789-09-24,Bruges,Etats de l'Empereur,Etranger,,Saint Louis,"Cloatre, Yves",France,,Landerneau,Bretagne,,,,,240,0,0,"40",tx,[21-50]
Guyenne,Bordeaux,Bordeaux,1787-04-23,Hambourg,Quatre villes hanséatiques,Etranger,"0011175N",Johannes,"Pieters, Andries",Hambourg,,Hambourg,,Vin,Sucre,Sucre,Sucre,3 225,5 016,12 900,"215",tx,[201-500]
Flandre,Dunkerque,Dunkerque,1787-08-09,Angleterre (destination simulée pour),Angleterre,Etranger,"0000619N",Providence,"Foster, James",Grande-Bretagne,Angleterre,Harwich,,,,,,450,135,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-10-11,Philadelphie,Etats-Unis,Etranger,"0007957N",Rebeca,"Grimell, Cornelius",Etats-Unis d'Amérique,Pennsylvanie,Philadelphie,,Lest,,,,3 441,2 250,7 380,"123",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-05-13,Angleterre,Angleterre,Etranger,"0000001N",Endeavour,Pankurst,,,,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Dieppe,Dieppe,1787-02-19,Grands Bancs de Terre-Neuve,,Etranger,"0003870N",Marguerite,"Vandinghe, L.",,,,,Pêche à la morue,,,,1 830,549,0,"60",tx,[51-100]
Isles de Corse,Ajaccio,Ajaccio,1787-08-03,Italie,,Etranger,"0014178N",Conception,"Moresco, Matheu",,,,,,,,,600,0,0,,,
Provence,Marseille,Marseille,1787-12-28,Ostende,Etats de l'Empereur,Etranger,"0014911N",Anne Marguerite,"Tangel, Homme",Danemark,Norvège,Mandal,,,,,,0,0,0,"120",tx,[101-200]
Normandie,Cherbourg,Omonville,1787-07-05,Guernesey,Angleterre,Etranger,"0001377N",Saint Pierre,"Lagalle, Louis",,,,,Diverses marchandises,,,,117,390,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-06-06,Angleterre (destination simulée pour),Angleterre,Etranger,"0009844N",Succes,"White, William",Grande-Bretagne,Angleterre,Hythe,,,,,,135,450,0,"12",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-03-21,Grands Bancs de Terre-Neuve,,Etranger,"0009757N",Petit Auguste,"Gaillard, François René",France,,Saint-Malo,Bretagne,Pêche à la morue,Sel,Sel,Sel,1 800,540,0,"64",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-16,Angleterre,Angleterre,Etranger,"0003205N",Nancy,"Ratten, William",,,,,,,,,135,450,0,"2",tx,[1-20]
Bretagne,Nantes,Le Pouliguen,1787-03-15,Bergue ,Danemark,Etranger,"0003789N",Christiana,"Bendix, Erich",Danemark,Norvège,Bergue ,,Sel,,,,480,144,0,"100",tx,[51-100]
Bretagne,Brest,Roscoff,1787-01-09,Mount's Bay,Angleterre,Etranger,"0001297N",Bethsy,"Asquis, David",Grande-Bretagne,Angleterre,Mount's Bay,,Eau-de-vie,,,,108,480,0,"3",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-06-04,Guernesey,Angleterre,Etranger,"0012306N",Marie Françoise,"Hamon, Louis",France,,Paimpol,Bretagne,Lest,,,,72,240,0,"18",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-07-11,Angleterre (destination simulée pour),Angleterre,Etranger,"0000116N",Speedwell,"Blythe, John",Grande-Bretagne,Angleterre,Burnham,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bayonne,Bayonne,1787-01-17,Saint-Sébastien,Espagne,Etranger,"0008688N",Saint Pierre,"Hiriboure, Martin",France,,Saint-Jean-de-Luz ,Guyenne,Planches,,,,480,144,0,"26",tx,[21-50]
Aunis-Saintonge-Poitou,Marennes,Marennes,1789-05-20,Lübeck,Quatre villes hanséatiques,Etranger,"0003939N",Jacob,"Lupeck, Christian",Lubeck,,Lübeck,,Sel,,,,1 800,0,0,"174",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-14,Angleterre,Angleterre,Etranger,"0000003N",Endeavour,"Saval, Richard",,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-01,Angleterre,Angleterre,Etranger,"0000348N",Polly,"Nicks, John",Grande-Bretagne,Angleterre,Whistable,,,,,,450,135,0,"2",tx,[1-20]
Normandie,Granville,Granville,1787-03-16,Grands Bancs de Terre-Neuve,,Etranger,"0003387N",Aurore,"Le Buffe, Louis",,,,,Pêche à la morue,Ustensiles de pêche,Ustensiles de pêche,Ustensiles de pêche,1 830,0,0,"90",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-11-10,Angleterre (destination simulée pour),Angleterre,Etranger,"0001650N",Endeavour,"Crispin, Benjamin",Grande-Bretagne,Angleterre,Londres,,,,,,450,135,0,"12",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-08-29,Mer Mediterranée,,Etranger,"0013415N",Saint Francois de Paul,"Degola, Ignace",,,,,,,,,2 400,0,0,,,
Guyenne,Bayonne,Bayonne,1787-02-23,Bilbao,Espagne,Etranger,"0007058N",Marianne,"Halzonet, Jean",France,,Saint-Jean-de-Luz ,Guyenne,Goudron,Brai,Brai,Brai,480,144,0,"28",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-05-21,Amsterdam,Hollande,Etranger,"0002275N",Joanne,"Schouten, Jean",Provinces-Unies,Hollande,Amsterdam,,Sucre,Diverses marchandises,Diverses marchandises,Diverses marchandises,450,135,0,"80",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-12-14,Londres,Angleterre,Etranger,"0000831N",Nancy,"Forber, André",Grande-Bretagne,Angleterre,Londres,,Eau-de-vie,,,,135,450,0,"100",tx,[51-100]
Normandie,Port-Bail,Port-Bail,1787-04-06,Jersey,Angleterre,Etranger,"0000530N",Succes,"Baudouin, Philippe",,,,,Diverses marchandises,,,,390,0,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-11-23,Southampton,Angleterre,Etranger,"0002094N",Marquis de Leyde,"Bessonnel, Martin",France,,Nantes,Bretagne,Blé,,,,135,450,0,"46",tx,[21-50]
Normandie,Dieppe,Dieppe,1787-08-23,Neuhausen,Prusse,Etranger,"0000826N",Bonne Intention,"Street, John",,,,,,,,,390,117,0,"25",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-08,Angleterre,Angleterre,Etranger,"0000006N",Endeavour,"Duke, Stephen",,,,,,,,,450,135,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-07-27,Waterford,Angleterre,Etranger,"0001105N",Jacques et Jean,"Millet, Guillaume",Grande-Bretagne,Irlande,Cork,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,1 551,915,3 660,"61",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-11-19,Angleterre (destination simulée pour),Angleterre,Etranger,"0000828N",Bonne Intention,"Nesh, Elie",Grande-Bretagne,Angleterre,Rye,,Diverses marchandises,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-18,Angleterre,Angleterre,Etranger,"0000360N",Ketty,Bayly,,,,,,,,,135,450,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-09-14,Angleterre (destination simulée pour),Angleterre,Etranger,"0009845N",Bonne Intention,"Carr, Thomas",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-10,Angleterre,Angleterre,Etranger,"0001633N",Experiment,Russel,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-03-23,Douvres,Angleterre,Etranger,"0000888N",Mercure,"Lamy, Antoine",France,,Calais,Picardie,,,,,135,450,0,,,
Flandre,Dunkerque,Dunkerque,1787-03-14,Katwijk,Hollande,Etranger,"0001200N",Jeune Anne,"Vanderplaat, Pierre",Provinces-Unies,Hollande,Katwijk,,,,,,450,135,0,"12",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-08-21,Mer Mediterranée,,Etranger,"0010597N",Conception,"Tarru, Ignace",,,,,,,,,2 400,0,0,,,
Bretagne,Nantes,Le Croisic,1787-08-16,Egersund ,Danemark,Etranger,"0000383N",Fortune,"Reyersen, Reyer",Danemark,Norvège,Egersund ,,Sel,,,,144,480,0,"56",tx,[51-100]
Bretagne,Lorient,Lorient,1787-06-08,Bruges,Etats de l'Empereur,Etranger,"0014111N",Marie Anne,"Nielson, Joen",,,,,,,,,1 044,0,0,"106",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-15,Angleterre,Angleterre,Etranger,"0000745N",Henniker,Hammond,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20]
Normandie,Fécamp,Fécamp,1787-04-15,Tønsberg,Danemark,Etranger,"0003151N",End Suzanne,"Lic, Christen",,,,,,,,,1 830,842,549,"78",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-02,Angleterre,Angleterre,Etranger,"0007452N",Liberty,Oliver,,,,,Passagers,,,,450,135,0,"20",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-29,Philadelphie,Etats-Unis,Etranger,"0013708N",Marie,"Read, Guillaume",Etats-Unis d'Amérique,Pennsylvanie,Philadelphie,,Vin,Diverses marchandises,Diverses marchandises,Diverses marchandises,15 360,3 840,2 250,"256",tx,[201-500]
Picardie,Calais,Calais,1787-07-09,Douvres,Angleterre,Etranger,"0001209N",Diligent,"Berthe, Dominique",France,,Calais,Picardie,,,,,135,450,0,,,
Picardie,Calais,Calais,1787-02-06,Douvres,Angleterre,Etranger,"0000829N",Roy Georges,"Beagster, Georges",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-10,Douvres,Angleterre,Etranger,"0002566N",Anonyme,"Fournier, Jean",,,,,Passagers,,,,450,135,0,"4",tx,[1-20]
Picardie,Calais,Calais,1787-05-27,Douvres,Angleterre,Etranger,"0000344N",Cumberland,"Oakley, William",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,2 250,"30",tx,[21-50]
Bretagne,Nantes,Nantes,1787-03-15,Limerick ,Angleterre,Etranger,"0012568N",Marie,"Duport, Crilley",Grande-Bretagne,Irlande,Limerick ,,,,,,144,480,0,"65",tx,[51-100]
Flandre,Dunkerque,Dunkerque,1787-08-17,Angleterre (destination simulée pour),Angleterre,Etranger,"0001282N",Sommersett,"Appleton, Jean",,,,,,,,,135,450,0,"12",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-22,Rotterdam,Hollande,Etranger,"0008816N",Jean et Catherine,"Hay, John",Grande-Bretagne,Angleterre,Newcastle,,Sucre,Vin,Vin,Vin,600,10 800,2 700,"180",tx,[101-200]
Guyenne,Bayonne,Bayonne,1787-11-23,Hambourg,Quatre villes hanséatiques,Etranger,"0012514N",Saint Jean,"Eyser, Feye",Hambourg,,Hambourg,,Vin,,,,1 920,576,4 500,"125",tx,[101-200]
Normandie,Granville,Granville,1787-04-07,Grands Bancs de Terre-Neuve,,Etranger,"0002267N",Victoire,"Dubreuil, Simon",,,,,Ustensiles de pêche,Pêche à la morue,Pêche à la morue,Pêche à la morue,1 830,0,0,"65",tx,[51-100]
Aunis-Saintonge-Poitou,La Rochelle,La Rochelle,1789-04-09,Mer Baltique,,Etranger,,Olgur de Charlotte,"Blykens, Peter",,,,,,,,,1 800,0,0,"200",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-07-19,Angleterre,Angleterre,Etranger,"0001431N",Succes,Fynams,,,,,,,,,135,450,0,"2",tx,[1-20]
Bretagne,Nantes,Le Croisic,1787-07-19,Strömstad,Suède,Etranger,"0012156N",Nicolas,"Lellia, Hans",Suède,,Strömstad,,Sel,,,,480,144,0,"48",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-24,Angleterre,Angleterre,Etranger,"0000942N",Peggy,Flysher,,,,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Calais,Calais,1787-07-11,Douvres,Angleterre,Etranger,"0002143N",Liberté,"Amond, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,900,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-19,Angleterre,Angleterre,Etranger,"0001973N",Fortune,Kenney,,,,,,,,,135,450,0,"2",tx,[1-20]
Guyenne,Bordeaux,Bordeaux,1787-03-08,Abo / Turku,Suède,Etranger,"0012741N",Eknas,"Mesterson, Daniel",,,,,Vin,,,,1 875,3 486,7 500,"125",tx,[101-200]
Flandre,Dunkerque,Dunkerque,1787-04-07,Veere,Hollande,Etranger,"0000580N",Deux Frères,"Maas, Ary",Provinces-Unies,Zélande,Veere,,Sucre,,,,450,135,0,"55",tx,[51-100]
Isles de Corse,Bastia,Bastia,1787-06-09,Gênes,,Etranger,"0013382N",Unnamed,"Baggio, Joseph",Malte,,Malte,,,,,,120,180,0,,tx,
Normandie,Le Havre,Le Havre,1787-10-02,Alicante,Espagne,Etranger,"0013427N",Pro Patria,"Graffman, Abraham",,,,,,,,,1 830,546,0,"70",tx,[51-100]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-09,Angleterre,Angleterre,Etranger,"0000001N",Endeavour,Milgat,,,,,,,,,135,450,0,"2",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-08-24,Portsmouth,Angleterre,Etranger,"0006916N",Gosport et Havre Packett,"Wilson, William",,,,,,,,,390,117,0,"84",tx,[51-100]
Normandie,Dieppe,Dieppe,1787-07-10,Grands Bancs de Terre-Neuve,,Etranger,"0002290N",Air,"Clemence, Pierre Ad. Nicolas",,,,,Pêche à la morue,,,,549,1 830,0,"60",tx,[51-100]
Guyenne,Bordeaux,Bordeaux,1787-03-22,Hambourg,Quatre villes hanséatiques,Etranger,"0000213N",Fortune,"Woogt, Carsten",Hambourg,,Hambourg,,Café,Vin,Vin,Vin,600,2 100,3 330,"140",tx,[101-200]
Picardie,Calais,Calais,1787-05-15,Douvres,Angleterre,Etranger,"0000976N",Prince,"Ratcliff, Thomas",Grande-Bretagne,Angleterre,Douvres,,,,,,135,2 400,720,"32",tx,[21-50]
Flandre,Dunkerque,Dunkerque,1787-05-30,Arendal,Danemark,Etranger,"0002352N",Peter et Anne,"Ericksen, Cornelis",,,,,,,,,675,2 250,0,"130",tx,[101-200]
Picardie,Calais,Calais,1787-05-24,Douvres,Angleterre,Etranger,"0000460N",Princesse,"Keys, Will",Grande-Bretagne,Angleterre,Douvres,,,,,,450,135,675,"30",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-08-27,Angleterre,Angleterre,Etranger,"0000107N",Succes,Jery,,,,,,,,,450,135,0,"12",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-01-06,Angleterre,Angleterre,Etranger,"0003582N",Rainbow,Rozelle,,,,,,,,,450,135,0,"2",tx,[1-20]
Bretagne,Lorient,Lorient,1787-04-04,Petersburg ,Etats-Unis,Etranger,"0003166N",Letty,"Pye, Roger",Etats-Unis d'Amérique,Virginie,Petersburg ,,Lest,,,,2 484,0,0,"146",tx,[101-200]
Normandie,Fécamp,Fécamp,1787-01-29,Angleterre,Angleterre,Etranger,"0001673N",Fancy,"Whales, Thomas",,,,,,,,,117,390,32,"3",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-03-21,Angleterre (destination simulée pour),Angleterre,Etranger,"0000955N",John et Elisabeth,"Brotherson, Georges",Grande-Bretagne,Angleterre,Rochester,,,,,,135,450,0,"12",tx,[1-20]
Bretagne,Saint-Malo,Saint-Malo,1787-10-01,Guernesey,Angleterre,Etranger,"0009585N",Margueritte,"Mallet, Elisé",Grande-Bretagne,Iles anglo-normandes,Guernesey,,Lest,,,,480,144,0,"30",tx,[21-50]
Picardie,Calais,Calais,1787-08-28,Douvres,Angleterre,Etranger,"0002544N",Traité de Commerce,"Hubbard, Philippe",Grande-Bretagne,Angleterre,Douvres,,,,,,450,1 800,135,"24",tx,[21-50]
Guyenne,Bayonne,Bayonne,1787-05-21,Bilbao,Espagne,Etranger,"0007057N",Saint Antoine et Saint Jean Baptiste,"Layda, Antoine de",Espagne,,Mundaka,,,,,,576,1 920,0,"35",tx,[21-50]
Isles de Corse,Bastia,Bastia,1787-08-20,Mer Mediterranée,,Etranger,"0010858N",Saint Antoine,"Bianchi, Paul Toussaint",,,,,,,,,2 400,0,0,,,
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-20,Angleterre,Angleterre,Etranger,"0001543N",Boulogne Cutter,Richards,,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-10-13,Angleterre,Angleterre,Etranger,"0004066N",Felphon,"Taylor, William",,,,,,,,,450,135,0,"2",tx,[1-20]
Flandre,Dunkerque,Dunkerque,1787-02-08,Angleterre (destination simulée pour),Angleterre,Etranger,"0000495N",Dunkerque,"Kirkaldie, Jean",Grande-Bretagne,Angleterre,Deal,,,,,,450,135,0,"12",tx,[1-20]
Bretagne,Nantes,Nantes,1787-01-19,Gand,Etats de l'Empereur,Etranger,"0007639N",Bonne Esperance,"Eylder, Cornelis",Prusse,Frise orientale,Emden,,,,,,480,144,0,"120",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-03-16,Angleterre,Angleterre,Etranger,"0000454N",Clispt,"Corbey, [Thomas]",,,,,,,,,450,135,0,"12",tx,[1-20]
Normandie,Le Havre,Le Havre,1787-02-17,Cork,Angleterre,Etranger,"0001104N",Peggy,"Allen, Maurice",Grande-Bretagne,Irlande,Cork,,,,,,390,117,0,"43",tx,[21-50]
Picardie,Boulogne,Boulogne-sur-Mer,1787-11-10,Angleterre,Angleterre,Etranger,"0001304N",Mary,Bowlt,Grande-Bretagne,Angleterre,Folkestone,,,,,,135,450,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-04-04,Angleterre,Angleterre,Etranger,"0000356N",Rover,"Adam, Daniel",,,,,,,,,450,135,0,"2",tx,[1-20]
Picardie,Boulogne,Boulogne-sur-Mer,1787-09-11,Angleterre,Angleterre,Etranger,"0000740N",Pitt,Sharp,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,450,135,0,"20",tx,[1-20]
Isles de Corse,Bastia,Bastia,1787-02-04,Mer Mediterranée,,Etranger,"0010887N",Vierge des Graces,"Magna, Paul Baptiste",,,,,,,,,2 400,0,0,,,
Flandre,Dunkerque,Dunkerque,1787-07-24,Angleterre (destination simulée pour),Angleterre,Etranger,"0000824N",Charlotte,"Mount, Richard",Grande-Bretagne,Angleterre,Faversham,,,,,,135,450,0,"12",tx,[1-20]
Picardie,Saint-Valéry-sur-Somme,Saint-Valery-sur-Somme,1787-06-16,Cadix,Espagne,Etranger,"0002523N",Comtesse de Rohans,"Lambert <fils>, Louis",France,,Saint-Valery-sur-Somme,Picardie,,,,,450,135,4 320,"180",tx,[101-200]
Picardie,Boulogne,Boulogne-sur-Mer,1787-06-29,Angleterre,Angleterre,Etranger,"0000740N",Pitt,Sharp,Grande-Bretagne,Angleterre,Douvres,,Passagers,,,,135,450,0,"20",tx,[1-20]
Roussillon,Collioure,Collioure,1787-02-24,Catalogne,Espagne,Etranger,"0011354N",Saint Antoine,"Millet, Jerome",,,,,Blé,,,,60,18,0,"3",tx,[1-20]
